participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.time_for_initial_decision,player.time_for_decision_when_disagreement_occurred,player.intermediary_payoff,player.written_outcome,player.initial_decision,player.phrase,player.sentence,player.senses,player.decision,group.id_in_subsession,group.is_initial_agreement,group.is_eventual_agreement,group.is_golden_label,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
48,5dw26fpk,00020551b2--62a70dd1b86eb76a54bb472a,0,95,95,last,Last,2022-06-13 10:13:43.226869+00:00,1,,,59,2,,0,160.831331,49.419572,0,Your team disagrees,8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,8,14,0,0,,1,v8jw39uu,,,,,0
49,alwof86v,00020551b2--62a70d99a9641b6ee1f5e6f4,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:52.367975+00:00,1,,,50,3,,0,159.34211,31.08215,0,Your team disagrees,0,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,0,17,0,0,,1,v8jw39uu,,,,,0
50,u0d5od3g,00020551b2--62a70dc37381995fb9911f36,0,92,95,wsd_app,FinalResults,2022-06-13 10:13:55.555321+00:00,1,,,40,1,,0,114.103453,48.692372,0,Your team disagrees,8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,8,16,0,0,,1,v8jw39uu,,,,,0
51,psn8k6zm,00020551b2--62a70dbaf10f623a73c3a192,0,95,95,last,Last,2022-06-13 10:13:59.178409+00:00,1,,,29,2,,0,118.06721,69.892958,0,Your team disagrees,3,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,3,17,0,0,,1,v8jw39uu,,,,,0
52,t2sm9gb5,00020551b2--62a70dd2da9c6a5d5a4f2eec,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.123478+00:00,1,,,40,2,,0,113.870958,72.389512,0,Your team disagrees,8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,2,16,0,0,,1,v8jw39uu,,,,,0
53,5i7f6vwh,00020551b2--62a70dbe059cac0e9377c592,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:07.916850+00:00,1,,,40,3,,0,119.152356,90.636296,0,Your team disagrees,0,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,6,16,0,0,,1,v8jw39uu,,,,,0
54,3z2amo0d,00020551b2--62a70dc2da9c6a5d5a4f2d36,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:14.457219+00:00,1,,,43,3,,0,127.070515,72.758618,0,Your team disagrees,3,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,5,18,0,0,,1,v8jw39uu,,,,,0
55,s2efj5h6,00020551b2--62a70dfc3e4bbc46d7b6420a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:27.853780+00:00,1,,,50,1,,0,147.776852,45.150298,0,Your team disagrees,8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,8,18,0,0,,1,v8jw39uu,,,,,0
56,6sb9bf96,00020551b2--62a70da0111d247825ed62d2,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:37.793095+00:00,1,,,60,2,,0,295.252634,26.158731,0,Your team disagrees,7,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,0,19,0,0,,1,v8jw39uu,,,,,0
57,891f8adi,00020551b2--62a70d987381995fb9911d69,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:41.544927+00:00,1,,,60,1,,0,194.814027,97.136978,0,Your team disagrees,0,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,0,19,0,0,,1,v8jw39uu,,,,,0
58,1q2fc52f,00020551b2--62a70e12e3af0f15c4b93e5a,0,92,95,wsd_app,FinalResults,2022-06-13 10:14:48.965714+00:00,1,,,50,1,,0,123.112277,20.76961,0,Your team disagrees,7,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,7,17,0,0,,1,v8jw39uu,,,,,0
59,0x43kvlb,00020551b2--62a70e12598d17774f2549dd,0,95,95,last,Last,2022-06-13 10:14:50.148599+00:00,1,,,46,3,,0,173.36637,39.897641,0,Your team disagrees,8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,8,19,0,0,,1,v8jw39uu,,,,,0
60,x9hjgeqd,00020551b2--62a70e20276629520ee31c47,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:02.841005+00:00,1,,,43,2,,0,121.579511,56.237712,0,Your team disagrees,3,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,3,18,0,0,,1,v8jw39uu,,,,,0
61,98yz5q6m,00020551b2--62a70e2c4743eb3092494571,0,94,95,last,BlockedByOther,2022-06-13 10:15:21.555576+00:00,1,,,0,61,,0,,,,,,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,,1,,,,1,v8jw39uu,,,,,0
62,yrgu65yb,00020551b2--62a70e3ff82b486934b4148e,0,92,95,wsd_app,FinalResults,2022-06-13 10:15:41.143827+00:00,1,,,70,2,,0,195.142647,97.278943,0,Your team disagrees,0,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,0,21,0,0,,1,v8jw39uu,,,,,0
63,2zms96nz,00020551b2--62a70e753f40b64178aa38fd,0,95,95,last,Last,2022-06-13 10:16:46.500135+00:00,1,,,43,3,,10,,49.349326,10,"Your team agrees with you, congratulations!",8,challenges,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,a demanding or stimulating situation;;a call to engage in a contest or fight;;questioning a statement and demanding an explanation;;a formal objection to the selection of a particular person as a juror;;a demand by a sentry for a password or identification;;take exception to;;issue a challenge to;;ask for identification;;raise a formal objection in a court of law,8,20,1,1,,1,v8jw39uu,,,,,0
