INPUT:id	INPUT:sense	INPUT:phrase	INPUT:sentence	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:started	ASSIGNMENT:submitted
305	"""money extracted as a penalty"",""issue a ticket or a fine to as a penalty"",""being satisfactory or in satisfactory condition"",""minutely precise especially in differences in meaning"",""thin in thickness or diameter"",""characterized by elegance or refinement or accomplishment"",""of textures that are smooth to the touch or substances consisting of relatively small particles"",""free from impurities; having a high or specified degree of purity"",""an expression of agreement normally occurring at the beginning of a sentence"",""in a delicate manner"""	fine	We are all fine here, although Mame was extremely freaked.	"""being satisfactory or in satisfactory condition"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
156	"""the operator of a motor vehicle"",""someone who drives animals that pull a vehicle"",""a golfer who hits the golf ball with a driver"",""(computer science) a program that determines how a computer will communicate with a peripheral device"",""a golf club (a wood) with a near vertical face that is used for hitting long shots from the tee"""	driver	Very suddenly, the driver stopped swearing at them, turned on his heel and went back to his truck.	"""the operator of a motor vehicle"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
574	"""a subdivision of a particular kind of thing"",""a person of a specified kind (usually with many eccentricities)"",""(biology) the taxonomic group whose characteristics are used to define the next higher taxon"",""printed characters"",""all of the tokens of the same symbol"",""a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper"",""write by means of a keyboard with types"",""identify as belonging to a certain type"""	types	Alimta is used to treat two types of cancer: pleural mesothelioma( cancer of the lining of the lungs that is usually caused by exposure to asbestos).	"""a subdivision of a particular kind of thing"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
621	"""a state in south central United States"",""an endorsement"",""being satisfactory or in satisfactory condition"",""an expression of agreement normally occurring at the beginning of a sentence"""	OK	If you have entered the function click on the OK button to display the graph in the main window.	"""being satisfactory or in satisfactory condition"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
529	"""a reference to yourself or myself etc.; `take care of number one' means to put your own interests first"",""the first or highest in an ordering or series"",""the first element in a countable series"""	number one	While the Europe and world champions, number one one in the monthly top of FIFA, have a long record of Class A inter selection, the Tricolor has only the defender Michael Umana as the only one who has 50 international games.	"""the first or highest in an ordering or series"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
350	"""a state of extreme poverty"",""the state of needing something that is absent or unavailable"",""anything that is necessary but lacking"",""a specific feeling of desire"",""feel or have a desire for; want strongly"",""have need of"",""hunt or look for; want for a particular reason"",""wish or demand the presence of"",""be without\, lack; be deficient in"""	wanted	The scammers themselves were garden-variety low lifes, conspicuous consumers who wanted big houses, Mercedes cars, beautiful women, expensive clothes.	"""feel or have a desire for; want strongly"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
177	"""a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement"",""change one's facial expression by spreading the lips\, often to signal pleasure"",""express with a smile"""	smiled	Pete smiled modestly.	"""express with a smile"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
129	"""an accusation that you are responsible for some lapse or misdeed"",""a reproach for some lapse or misdeed"",""put or pin the blame on"",""harass with constant criticism"",""attribute responsibility to"",""expletives used informally as intensifiers"""	blame	Parents are too likely to blame schools for the educational limitations of their children.	"""an accusation that you are responsible for some lapse or misdeed"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
127	"""instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity"",""a group of independent but interrelated elements comprising a unified whole"",""(physical chemistry) a sample of matter in which substances in different phases are in equilibrium"",""a complex of methods or rules governing behavior"",""an organized structure for arranging or classifying"",""a group of physiologically or anatomically related organs or parts"",""a procedure or process for obtaining an objective"",""the living body considered as made up of interdependent components forming a unified whole"",""an ordered manner; orderliness by virtue of being methodical and well organized"""	system	What Gov. Clinton is advocating, in effect, is extending the educational system down to the pre-kindergarten years.	"""a complex of methods or rules governing behavior"""				2022-06-08T13:39:00.494	2022-06-08T13:43:25.805
472	"""the quality of having a superior or more favorable position"",""(tennis) first point scored after deuce"",""benefit resulting from some event or action"",""give an advantage to"""	advantage	So that, by passing rounds, it is not so clear that it is an advantage.	"""give an advantage to"""				2022-06-08T13:39:01.517	2022-06-08T13:41:58.053
